label,freq,load,speed,BPFI,BPFO,FTF,BSF,dominant_fault
normal,35,0,2090,0.010266873,0.00068063557,0.006972222,0.0006178769,BPFI
normal,35,0,2090,0.009730107,0.0007271401,0.0012342737,0.0015600566,BPFI
normal,35,0,2090,0.005690917,0.00054388103,0.002688644,0.0020334683,BPFI
normal,35,0,2090,0.0018455229,0.003269532,0.0048632147,0.00085218146,FTF
normal,35,0,2090,0.0023109086,0.0016657371,0.002849385,0.00055669184,FTF
normal,35,0,2090,0.0061925715,0.0013002997,0.0027908604,0.0010742508,BPFI
normal,35,0,2090,0.0015765541,0.0026637,0.0068129385,0.00092560844,FTF
normal,35,0,2090,0.0026419037,0.0019124582,0.008443033,0.0010416392,FTF
normal,35,0,2090,0.0037179096,0.0015686816,0.011053757,0.0021136464,FTF
normal,35,0,2090,0.0013659452,0.0018701075,0.0053890934,0.0014193228,FTF
normal,35,0,2090,0.00096568355,0.005902131,0.002112917,0.00142588,BPFO
normal,35,0,2090,0.0015582353,0.002068856,0.0025096708,0.003394965,BSF
normal,35,0,2090,0.0027657398,0.0012046768,0.0042810347,0.0012913517,FTF
normal,35,0,2090,0.0019152593,0.0015670151,0.0027172614,0.0010256676,FTF
normal,35,0,2090,0.001360007,0.0008463677,0.0043131434,0.0016713274,FTF
normal,35,0,2090,0.0029381863,0.0007090341,0.009544983,0.0013039336,FTF
normal,35,0,2090,0.0052328,0.0017736028,0.0028713262,0.0016442788,BPFI
normal,35,0,2090,0.0016489179,0.0019740066,0.008748474,0.0015185239,FTF
normal,35,0,2090,0.0025726624,0.0014759363,0.0046142847,0.0009647106,FTF
normal,35,0,2090,0.006445547,0.0034220654,0.002160628,0.0015392781,BPFI
normal,35,0,2090,0.001598694,0.0022292286,0.0022409773,0.0014698397,FTF
normal,35,0,2090,0.0011877122,0.0011995076,0.004264373,0.0011574588,FTF
normal,35,0,2090,0.00076142815,0.0010827298,0.008974603,0.0012828321,FTF
normal,35,0,2090,0.0016651553,0.0012389317,0.011976601,0.0018446374,FTF
normal,35,0,2090,0.0032167835,0.004336862,0.006071057,0.0013092447,FTF
normal,35,0,2090,0.0016718878,0.001987636,0.00279442,0.0016330413,FTF
normal,35,0,2090,0.009459553,0.0012649442,0.01138428,0.0019420364,FTF
normal,35,0,2090,0.010463052,0.0024450924,0.006745103,0.0016549433,BPFI
normal,35,0,2090,0.00758799,0.0035376619,0.0021974647,0.0025367246,BPFI
normal,35,0,2090,0.0034178132,0.0028516587,0.0024192496,0.0021359555,BPFI
normal,35,0,2090,0.0030215236,0.0017204315,0.0012969443,0.0016986994,BPFI
normal,35,0,2090,0.002249032,0.0008651955,0.0031847914,0.0015305245,FTF
normal,35,0,2090,0.0040194015,0.0022012782,0.0033222584,0.0012532589,BPFI
normal,35,0,2090,0.0064474046,0.0022687346,0.0040616766,0.0012739194,BPFI
normal,35,0,2090,0.0013056797,0.0013128016,0.002513216,0.0014544423,FTF
normal,35,0,2090,0.0021228907,0.0012145385,0.007262893,0.0019355975,FTF
normal,35,0,2090,0.012377094,0.0023066066,0.011791132,0.0011654245,BPFI
normal,35,0,2090,0.0039066724,0.0011469526,0.0021047203,0.0019759068,BPFI
normal,35,0,2090,0.0013844512,0.001479853,0.004565509,0.0017025864,FTF
normal,35,0,2090,0.005303809,0.0018986504,0.012166929,0.00073143357,FTF
normal,35,0,2090,0.0026176309,0.0027711333,0.010518192,0.0010058031,FTF
normal,35,0,2090,0.0010180754,0.0023623498,0.0025853466,0.0064927973,BSF
normal,35,0,2090,0.00178798,0.001577632,0.004269748,0.008581879,BSF
normal,35,0,2090,0.007029785,0.004397694,0.00417021,0.003841082,BPFI
normal,35,0,2090,0.003069051,0.0019673845,0.010588747,0.0023095238,FTF
normal,35,0,2090,0.010438285,0.0039197262,0.008473961,0.0012495596,BPFI
normal,35,50,2083,0.0069044,0.007772773,0.008744303,0.0049739676,FTF
normal,35,50,2083,0.0041758697,0.0064004203,0.010478943,0.005956049,FTF
normal,35,50,2083,0.0027989594,0.005872614,0.0054565803,0.002686773,BPFO
normal,35,50,2083,0.005728827,0.003486714,0.011053789,0.0067297895,FTF
normal,35,50,2083,0.0061022737,0.011490511,0.009195815,0.0075991764,BPFO
normal,35,50,2083,0.0049216705,0.0117401,0.010727288,0.004400889,BPFO
normal,35,50,2083,0.0029905932,0.008256578,0.015388821,0.005486665,FTF
normal,35,50,2083,0.006753998,0.0059727957,0.009857776,0.00858496,FTF
normal,35,50,2083,0.0037606214,0.0031471266,0.013643564,0.0022215971,FTF
normal,35,50,2083,0.0057567284,0.005426351,0.015205372,0.0021512574,FTF
normal,35,50,2083,0.0048642526,0.0074667484,0.011340083,0.0015932929,FTF
normal,35,50,2083,0.0038421245,0.0096738,0.010249442,0.002523452,FTF
normal,35,50,2083,0.007573611,0.0062838513,0.013950127,0.004339024,FTF
normal,35,50,2083,0.0036703323,0.004548476,0.014075271,0.003186106,FTF
normal,35,50,2083,0.0055696256,0.008497279,0.02164628,0.0026991512,FTF
normal,35,50,2083,0.0017102271,0.012091707,0.018943496,0.004330129,FTF
normal,35,50,2083,0.0033283378,0.0087818755,0.015688507,0.0042163166,FTF
normal,35,50,2083,0.005929823,0.010183361,0.024180377,0.0020662197,FTF
normal,35,50,2083,0.0048348503,0.009488443,0.019949146,0.0029081,FTF
normal,35,50,2083,0.0041901153,0.0055407714,0.022584343,0.00860442,FTF
normal,35,50,2083,0.0056806877,0.0038076967,0.017096352,0.011452675,FTF
normal,35,50,2083,0.0058524683,0.003660947,0.015998319,0.0067969393,FTF
normal,35,50,2083,0.0027221232,0.004004057,0.013506156,0.0063406485,FTF
normal,35,50,2083,0.0042329873,0.0045103664,0.033340327,0.010283664,FTF
normal,35,50,2083,0.006591723,0.006222156,0.029369734,0.005312345,FTF
normal,35,50,2083,0.0046223556,0.0053769737,0.02345175,0.010100687,FTF
normal,35,50,2083,0.0076188785,0.0035746263,0.023968032,0.008300194,FTF
normal,35,50,2083,0.013566403,0.005567945,0.01952722,0.0033349022,FTF
normal,35,50,2083,0.004734382,0.0071148523,0.019399457,0.0016253302,FTF
normal,35,50,2083,0.002926975,0.0075890888,0.016933974,0.0038016618,FTF
normal,35,50,2083,0.009601266,0.0051157894,0.032019753,0.004372645,FTF
normal,35,50,2083,0.016569862,0.008950061,0.03418909,0.0073348754,FTF
normal,35,50,2083,0.0016693212,0.0096536055,0.035451505,0.0035038472,FTF
normal,35,50,2083,0.0032624924,0.013295112,0.039617196,0.005412916,FTF
normal,35,50,2083,0.003629227,0.01813784,0.04354957,0.0036137556,FTF
normal,35,50,2083,0.0037379158,0.00894156,0.035294745,0.0050233155,FTF
normal,35,50,2083,0.005496995,0.0036550444,0.03918124,0.0052177017,FTF
normal,35,50,2083,0.0074929837,0.006682144,0.030668952,0.002671639,FTF
normal,35,50,2083,0.004761376,0.008960945,0.027503215,0.0038185038,FTF
normal,35,50,2083,0.0018044116,0.012008132,0.023923492,0.008553577,FTF
normal,35,50,2083,0.0038137024,0.0022934151,0.028584342,0.0025004975,FTF
normal,35,50,2083,0.003068268,0.003908483,0.02508275,0.0021766797,FTF
normal,35,50,2083,0.0037609616,0.0077478853,0.02028292,0.004041263,FTF
normal,35,50,2083,0.001805439,0.008414275,0.027780155,0.0030418432,FTF
normal,35,50,2083,0.0026398401,0.0073492634,0.025520738,0.0071284883,FTF
normal,35,50,2083,0.0019122883,0.010864306,0.03900682,0.008049212,FTF
normal,35,50,2083,0.002438025,0.00951168,0.03082897,0.0013540066,FTF
normal,35,50,2083,0.003656506,0.010927537,0.024394754,0.0014060908,FTF
normal,35,50,2083,0.0058207544,0.007205496,0.019939188,0.0042912546,FTF
normal,35,50,2083,0.0036903669,0.003368417,0.022203432,0.0026580063,FTF
normal,35,50,2083,0.0050617796,0.0041347593,0.021209812,0.0019166128,FTF
normal,35,50,2083,0.0026436795,0.007733904,0.019483699,0.007521869,FTF
normal,35,50,2083,0.004269133,0.010717804,0.028626582,0.018040238,FTF
normal,35,50,2083,0.004784728,0.018528404,0.014077051,0.00530089,BPFO
normal,35,50,2083,0.005580809,0.008521596,0.024734063,0.002822075,FTF
normal,35,50,2083,0.008933559,0.03395577,0.027284715,0.0031071808,BPFO
normal,35,50,2083,0.0037737987,0.027406858,0.023482313,0.006893699,BPFO
normal,35,50,2083,0.0063870484,0.012890896,0.017239772,0.0049998877,FTF
normal,35,50,2083,0.0018692383,0.00548459,0.024426024,0.00538662,FTF
normal,35,50,2083,0.0072452286,0.0049736355,0.016309343,0.0025840271,FTF
normal,35,50,2083,0.004936284,0.0064185066,0.020454057,0.0027579814,FTF
normal,35,50,2083,0.005486739,0.0070939916,0.025392605,0.0035481711,FTF
normal,35,50,2083,0.004986544,0.008211963,0.029907662,0.0017979145,FTF
normal,35,50,2083,0.003222823,0.00980295,0.024144825,0.0040851156,FTF
normal,35,50,2083,0.007429026,0.008907111,0.02321548,0.0037080392,FTF
normal,35,50,2083,0.00827294,0.006378277,0.03205546,0.002853555,FTF
normal,35,50,2083,0.004867699,0.009674009,0.038971763,0.007919497,FTF
normal,35,50,2083,0.008164828,0.003460973,0.046507366,0.005546109,FTF
normal,35,50,2083,0.0043404573,0.00402803,0.023964062,0.0059056333,FTF
normal,35,50,2083,0.0073153228,0.007661462,0.028390588,0.01050269,FTF
normal,35,50,2083,0.0032298963,0.0058191153,0.03188193,0.005273611,FTF
normal,35,50,2083,0.0029696727,0.01176021,0.029468656,0.006246662,FTF
normal,35,50,2083,0.0023702213,0.00745792,0.029023351,0.0084927445,FTF
normal,35,50,2083,0.004208927,0.0056244084,0.030177366,0.008967776,FTF
normal,35,50,2083,0.0057159937,0.006997991,0.030016856,0.0073765744,FTF
normal,35,50,2083,0.0078209145,0.013172214,0.032897968,0.0032511326,FTF
normal,35,50,2083,0.0052982727,0.016435303,0.028393317,0.001628325,FTF
normal,35,50,2083,0.0015601258,0.0069434494,0.02600493,0.003971066,FTF
normal,35,50,2083,0.004313683,0.008055129,0.03545636,0.009166066,FTF
normal,35,50,2083,0.0061188093,0.008899448,0.03583956,0.007911008,FTF
normal,35,50,2083,0.004496496,0.017642317,0.029968483,0.00450054,FTF
normal,35,50,2083,0.0029249717,0.014389968,0.02302299,0.0034306818,FTF
normal,35,50,2083,0.004088213,0.008529036,0.024826325,0.005006148,FTF
normal,35,50,2083,0.0033382773,0.016315235,0.050706442,0.0053320737,FTF
normal,35,50,2083,0.0060844426,0.014896674,0.06444902,0.005012349,FTF
normal,35,50,2083,0.0043556457,0.0050412314,0.041470315,0.004192048,FTF
normal,35,50,2083,0.0025549778,0.0026329495,0.016137412,0.005263588,FTF
normal,35,50,2083,0.004287768,0.006312044,0.01755228,0.005230698,FTF
normal,35,50,2083,0.0024646958,0.009155326,0.026459524,0.00294176,FTF
normal,35,50,2083,0.0029640477,0.013950434,0.03526138,0.018102933,FTF
normal,35,50,2083,0.0032833614,0.010899576,0.0069274,0.0031988951,BPFO
normal,35,50,2083,0.0035567223,0.009767427,0.008075137,0.0040503875,BPFO
normal,35,50,2083,0.003771262,0.007974325,0.015964322,0.011197828,FTF
normal,35,50,2083,0.0016289894,0.00615119,0.025063522,0.0028931769,FTF
normal,35,50,2083,0.0029478576,0.013960881,0.0073864297,0.002767751,BPFO
normal,35,50,2083,0.003098232,0.01729898,0.005601043,0.0033468106,BPFO
normal,35,50,2083,0.0027978478,0.009085995,0.003974231,0.003173761,BPFO
normal,35,50,2083,0.0021440578,0.0028514662,0.010536573,0.004493492,FTF
normal,35,50,2083,0.002642477,0.0037235995,0.0278164,0.001932141,FTF
normal,35,50,2083,0.0037426583,0.007479199,0.013905892,0.0014057863,FTF
normal,35,50,2083,0.0017214613,0.009770537,0.0056930403,0.003146243,BPFO
normal,35,50,2083,0.005031689,0.010791796,0.0068284553,0.003954892,BPFO
normal,35,50,2083,0.004641688,0.0077391784,0.004700304,0.0024292155,BPFO
normal,35,50,2083,0.005609678,0.007578131,0.005944785,0.0013888134,BPFO
normal,35,50,2083,0.0037901613,0.015583632,0.00786706,0.005336151,BPFO
normal,35,50,2083,0.002733106,0.0049284115,0.0076042395,0.0069187097,FTF
normal,35,50,2083,0.0032237384,0.0074410574,0.008963704,0.0029285427,FTF
normal,35,50,2083,0.010964208,0.011114802,0.0118693095,0.0016281697,FTF
normal,35,50,2083,0.004628554,0.006780043,0.005157925,0.0023519078,BPFO
normal,35,50,2083,0.0012497155,0.0044404683,0.004590848,0.0033087241,FTF
normal,35,50,2083,0.004293113,0.0050931126,0.006394707,0.0032115227,FTF
normal,35,50,2083,0.0024798166,0.0037718143,0.0074693174,0.0045103803,FTF
normal,35,50,2083,0.0023190596,0.011144229,0.0045348927,0.0018145265,BPFO
normal,35,50,2083,0.0039104056,0.022798467,0.006596352,0.003058527,BPFO
normal,35,50,2083,0.0021635634,0.005595651,0.0054382333,0.0022884884,BPFO
normal,35,50,2083,0.0036826788,0.0068522245,0.006158658,0.0012014487,BPFO
normal,35,50,2083,0.0015202796,0.0030992683,0.0115273325,0.0033146031,FTF
normal,35,50,2083,0.0036115807,0.0038304555,0.00452348,0.003829553,FTF
normal,35,50,2083,0.0013462098,0.011774395,0.0038706968,0.007017615,BPFO
normal,35,50,2083,0.0032250592,0.0058855093,0.005494417,0.0042727375,BPFO
normal,25,50,1483,0.0004495948,0.042587467,0.0011386222,0.002160526,BPFO
normal,25,50,1483,0.00020063217,0.010438892,0.0006458758,0.0009281134,BPFO
normal,25,50,1483,0.00018025335,0.0019790872,0.00044512193,0.0015199032,BPFO
normal,25,50,1483,0.00029098688,0.0070183794,0.0014946598,0.008091802,BSF
normal,25,50,1483,0.00038912747,0.011416012,0.004007271,0.004600866,BPFO
normal,25,50,1483,0.00048939395,0.016686149,0.0026343223,0.0055812183,BPFO
normal,25,50,1483,0.00039528427,0.014244043,0.00089686614,0.0034012685,BPFO
normal,25,50,1483,0.00036202002,0.016627323,0.0011827116,0.0028872096,BPFO
normal,25,50,1483,0.00023932733,0.020010872,0.00094950775,0.002015192,BPFO
normal,25,50,1483,0.00026447015,0.010158064,0.0024187965,0.0056339945,BPFO
normal,25,50,1483,0.00013947579,0.004480106,0.0019276168,0.0033198567,BPFO
normal,25,50,1483,0.00017775432,0.012066669,0.0024406586,0.0032605014,BPFO
normal,25,50,1483,0.00025307853,0.023231026,0.0034124476,0.012714793,BPFO
normal,25,50,1483,0.0003407114,0.01884799,0.0016444904,0.00494484,BPFO
normal,25,50,1483,0.0003986021,0.010774579,0.0008602635,0.007897828,BPFO
normal,25,50,1483,0.00037675767,0.008631007,0.00066750194,0.0033607124,BPFO
normal,25,50,1483,0.00036133992,0.003851664,0.0028174208,0.0033912503,BPFO
normal,25,50,1483,0.00029061973,0.005875992,0.0058525545,0.004447887,BPFO
normal,25,50,1483,0.0002404206,0.013211882,0.0046273153,0.001994533,BPFO
normal,25,50,1483,0.00019285585,0.03244905,0.002373961,0.0016503086,BPFO
normal,25,50,1483,0.00018542852,0.013586089,0.0010834846,0.0009581082,BPFO
normal,25,50,1483,0.00031786683,0.020168824,0.0014116676,0.0018065374,BPFO
normal,25,50,1483,0.00026379328,0.01794681,0.0017740224,0.0012305711,BPFO
normal,25,50,1483,0.00038257468,0.0099195065,0.0018474344,0.0017552272,BPFO
normal,25,50,1483,0.00044527216,0.02457825,0.0029499265,0.0023603525,BPFO
normal,25,50,1483,0.00082061137,0.020220807,0.005862425,0.0009360019,BPFO
normal,25,50,1483,0.00030740537,0.022603193,0.0048003863,0.0012805143,BPFO
normal,25,50,1483,0.00019117788,0.029503478,0.0024329056,0.0064833807,BPFO
normal,25,50,1483,0.00015823306,0.02061717,0.001071304,0.0007498463,BPFO
normal,25,50,1483,0.00017934047,0.022720011,0.0062580868,0.0011276073,BPFO
normal,25,50,1483,0.00023177823,0.013607895,0.0006043031,0.0038540603,BPFO
normal,25,50,1483,0.00040304058,0.014357937,0.0005514126,0.0022695712,BPFO
normal,25,50,1483,0.00017899918,0.010660222,0.0008302346,0.0076312027,BPFO
normal,25,50,1483,0.00045940973,0.026378008,0.0023033847,0.013901387,BPFO
normal,25,50,1483,0.00025718057,0.06420116,0.004386337,0.003918567,BPFO
normal,25,50,1483,0.00021834318,0.028566167,0.0039252024,0.0024605212,BPFO
normal,25,50,1483,0.00023527627,0.04225963,0.0030223161,0.010897692,BPFO
normal,25,50,1483,0.00021047487,0.013734664,0.0010269779,0.0023248584,BPFO
normal,25,50,1483,0.00014028965,0.011339184,0.00090118457,0.0022975656,BPFO
normal,25,50,1483,0.00022882696,0.06500149,0.0035087154,0.004274536,BPFO
normal,25,50,1483,0.0006824854,0.03752268,0.009488635,0.011891926,BPFO
normal,25,50,1483,0.00018854473,0.009790295,0.0034093263,0.006710855,BPFO
normal,25,50,1483,0.00047724642,0.021793304,0.0009077368,0.0019065717,BPFO
normal,25,50,1483,0.00033558716,0.032095578,0.0015184236,0.003273584,BPFO
normal,25,50,1483,0.00041896457,0.03883961,0.0017239762,0.0038431683,BPFO
normal,25,50,1483,0.00020492585,0.031093644,0.0008027524,0.0052347695,BPFO
normal,25,50,1483,0.00022026242,0.01514123,0.0011156398,0.0065018903,BPFO
normal,25,50,1483,0.00031210325,0.040208567,0.0021308167,0.0035800016,BPFO
normal,25,50,1483,0.0003312361,0.013450612,0.00092389254,0.008961694,BPFO
normal,25,50,1483,0.00025320155,0.014227596,0.0010833222,0.01011882,BPFO
normal,25,50,1483,0.000339927,0.010574902,0.0009731436,0.0029482222,BPFO
normal,25,50,1483,0.00025410796,0.03373088,0.001262188,0.0046336455,BPFO
normal,25,50,1483,0.00024011037,0.01608638,0.0037571548,0.005345921,BPFO
normal,25,50,1483,0.00047748737,0.029043833,0.002924311,0.027246142,BPFO
normal,25,50,1483,0.0006296498,0.025833117,0.0012322393,0.01200892,BPFO
normal,25,50,1483,0.00028342442,0.045769956,0.001819961,0.0047176667,BPFO
normal,25,50,1483,0.0004527454,0.05221042,0.0018646902,0.005305467,BPFO
normal,25,50,1483,0.0004557762,0.0111102,0.0008851182,0.0013553605,BPFO
normal,25,50,1483,0.00017323476,0.033590347,0.0011027873,0.0017885796,BPFO
normal,25,50,1483,0.00020660117,0.013836447,0.00085228006,0.0047002397,BPFO
normal,25,50,1483,0.00036951518,0.009195335,0.004028518,0.0027461366,BPFO
normal,25,50,1483,0.00037516182,0.020190075,0.0037825122,0.004652825,BPFO
normal,25,50,1483,0.00027232387,0.015856167,0.0013458391,0.0030253346,BPFO
normal,25,50,1483,0.0002652725,0.007538902,0.0005100221,0.008085604,BSF
normal,25,50,1483,0.00013014831,0.010452272,0.0018120728,0.002032223,BPFO
normal,25,50,1483,0.0001765951,0.012304737,0.0020887635,0.0016331051,BPFO
normal,25,50,1483,0.00041734206,0.02377793,0.005026167,0.0034090895,BPFO
normal,25,50,1483,0.00033283874,0.008824951,0.004767194,0.0014759317,BPFO
normal,25,50,1483,0.00017944555,0.00352432,0.0009178941,0.0017180818,BPFO
normal,25,50,1483,0.00040704032,0.0041419608,0.00078948773,0.0013221384,BPFO
normal,25,50,1483,0.0003086923,0.023047093,0.0009595729,0.006994152,BPFO
normal,25,50,1483,0.00040088233,0.010537571,0.0026862808,0.004337112,BPFO
normal,25,50,1483,0.00016684514,0.014643855,0.0011588216,0.0022223457,BPFO
normal,25,50,1483,0.00040428276,0.015920065,0.0013034214,0.0013675652,BPFO
normal,25,50,1483,0.00035406792,0.014435693,0.0011590457,0.0020042718,BPFO
normal,25,50,1483,0.00041585055,0.0068573514,0.0011960102,0.0013392895,BPFO
normal,25,50,1483,0.00027936744,0.003934353,0.00075963815,0.0021069653,BPFO
normal,25,50,1483,0.000267194,0.014227504,0.00097561243,0.006020423,BPFO
normal,25,50,1483,0.00018152593,0.019046383,0.0019758015,0.010385492,BPFO
normal,25,50,1483,0.00021799385,0.016376197,0.0030231788,0.001865435,BPFO
normal,25,50,1483,0.00022940428,0.0120011,0.0026586805,0.003002744,BPFO
normal,25,50,1483,0.00022287811,0.022332445,0.0022993567,0.0020897302,BPFO
normal,25,50,1483,0.0002443055,0.008103378,0.0017823749,0.0026262172,BPFO
normal,25,50,1483,0.0001797864,0.015588738,0.0028222546,0.0021151677,BPFO
normal,25,50,1483,0.000200852,0.011904271,0.0013787431,0.0047058347,BPFO
normal,25,50,1483,0.00017127242,0.005538994,0.0025566316,0.0019200853,BPFO
normal,25,50,1483,0.00021823039,0.016646096,0.006256324,0.0016166341,BPFO
normal,25,50,1483,0.0003757779,0.009064347,0.0008676928,0.0028643943,BPFO
normal,25,50,1483,0.00019841042,0.010016723,0.0012851639,0.0034659938,BPFO
normal,25,50,1483,0.000121293575,0.0022940834,0.0021954742,0.0031430398,BSF
normal,25,50,1483,0.00016920271,0.005515051,0.0015756316,0.00559155,BSF
normal,25,50,1483,0.00023429416,0.024735184,0.0010370772,0.006152593,BPFO
normal,25,50,1483,0.00029013216,0.020559754,0.0017467424,0.0049879537,BPFO
normal,25,50,1483,0.0001238,0.017788876,0.0011229214,0.0005883566,BPFO
normal,25,50,1483,0.000344631,0.012480249,0.0037007388,0.00075363804,BPFO
normal,25,50,1483,0.0008150007,0.019186294,0.0044051344,0.0038476202,BPFO
normal,25,50,1483,0.000218751,0.006582013,0.0023044217,0.006588458,BSF
normal,25,50,1483,0.0008429664,0.015159112,0.0021964489,0.012012182,BPFO
normal,25,50,1483,0.0004327008,0.012726598,0.00080830825,0.0066397423,BPFO
normal,25,50,1483,0.00026305695,0.016232785,0.0015068529,0.0034878503,BPFO
normal,25,50,1483,0.00014172788,0.013246052,0.0011375502,0.0018435417,BPFO
normal,25,50,1483,0.00030211156,0.015366068,0.0027813315,0.006158861,BPFO
